loan_id,customer_id,customer_name,credit_score,employment_status,branch_id,branch_name,city,region,loan_type,loan_amount,interest_rate,approval_date,loan_term_months,loan_status,loan_age_days,total_payments_made,on_time_payments,late_payments,missed_payments,on_time_pct,max_days_overdue,risk_level
361,461,Customer_461,761,Employed,1,Downtown Metro,New York,Northeast,Home,5361,7.109999999999999,2022-12-28,360,Closed,1197.1,6,6,0,0,100.0,0.0,Low Risk
362,462,Customer_462,762,Employed,2,Midtown Plaza,New York,Northeast,Auto,5362,7.12,2022-12-29,60,Closed,1196.1,6,6,0,0,100.0,0.0,Low Risk
363,463,Customer_463,763,Employed,3,Chicago Central,Chicago,Midwest,Personal,5363,7.13,2022-12-30,36,Closed,1195.1,6,6,0,0,100.0,0.0,Low Risk
364,464,Customer_464,764,Employed,4,Texas Hub,Houston,South,Home,5364,7.140000000000001,2022-12-31,360,Closed,1194.1,6,6,0,0,100.0,0.0,Low Risk
365,465,Customer_465,765,Self-Employed,5,Silicon Valley,San Jose,West,Auto,5365,7.15,2023-01-01,60,Closed,1193.1,6,6,0,0,100.0,0.0,Low Risk
366,466,Customer_466,766,Self-Employed,6,West Coast Tower,Los Angeles,West,Personal,5366,7.16,2023-01-02,36,Closed,1192.1,6,6,0,0,100.0,0.0,Low Risk
367,467,Customer_467,767,Self-Employed,7,Miami Beach,Miami,South,Home,5367,7.17,2023-01-03,360,Closed,1191.1,6,6,0,0,100.0,0.0,Low Risk
368,468,Customer_468,768,Retired,8,Boston Financial,Boston,Northeast,Auto,5368,7.18,2023-01-04,60,Active,1190.1,6,6,0,0,100.0,0.0,Low Risk
369,469,Customer_469,769,Retired,1,Downtown Metro,New York,Northeast,Personal,5369,7.1899999999999995,2023-01-05,36,Active,1189.1,6,6,0,0,100.0,0.0,Low Risk
370,470,Customer_470,770,Unknown,2,Midtown Plaza,New York,Northeast,Home,5370,7.2,2023-01-06,360,Active,1188.1,6,0,0,0,0.0,0.0,High Risk
371,471,Customer_471,771,Employed,3,Chicago Central,Chicago,Midwest,Auto,5371,7.21,2023-01-07,60,Active,1187.1,6,6,0,0,100.0,0.0,Low Risk
372,472,Customer_472,772,Employed,4,Texas Hub,Houston,South,Personal,5372,7.220000000000001,2023-01-08,36,Active,1186.1,6,6,0,0,100.0,0.0,Low Risk
373,473,Customer_473,773,Employed,5,Silicon Valley,San Jose,West,Home,5373,7.23,2023-01-09,360,Active,1185.1,6,6,0,0,100.0,0.0,Low Risk
374,474,Customer_474,774,Employed,6,West Coast Tower,Los Angeles,West,Auto,5374,7.24,2023-01-10,60,Active,1184.1,6,6,0,0,100.0,0.0,Low Risk
375,-1,Unknown,0,Unknown,7,Miami Beach,Miami,South,Personal,5375,7.25,2023-01-11,36,Active,1183.1,6,6,0,0,100.0,0.0,Medium Risk
376,476,Customer_476,776,Self-Employed,8,Boston Financial,Boston,Northeast,Home,5376,7.26,2023-01-12,360,Active,1182.1,6,6,0,0,100.0,0.0,Low Risk
377,477,Customer_477,777,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,5377,7.27,2023-01-13,60,Active,1181.1,6,6,0,0,100.0,0.0,Low Risk
378,478,Customer_478,778,Retired,2,Midtown Plaza,New York,Northeast,Personal,5378,7.28,2023-01-14,36,Active,1180.1,6,6,0,0,100.0,0.0,Low Risk
379,479,Customer_479,779,Retired,3,Chicago Central,Chicago,Midwest,Home,5379,7.29,2023-01-15,360,Active,1179.1,6,6,0,0,100.0,0.0,Low Risk
380,480,Customer_480,780,Unknown,4,Texas Hub,Houston,South,Auto,5380,7.300000000000001,2023-01-16,60,Defaulted,1178.1,6,0,0,0,0.0,0.0,High Risk
381,481,Customer_481,781,Employed,5,Silicon Valley,San Jose,West,Personal,5381,7.3100000000000005,2023-01-17,36,Closed,1177.1,6,6,0,0,100.0,0.0,Low Risk
382,482,Customer_482,782,Employed,6,West Coast Tower,Los Angeles,West,Home,5382,7.32,2023-01-18,360,Closed,1176.1,6,6,0,0,100.0,0.0,Low Risk
383,483,Customer_483,783,Employed,7,Miami Beach,Miami,South,Auto,5383,7.33,2023-01-19,60,Closed,1175.1,6,6,0,0,100.0,0.0,Low Risk
384,484,Customer_484,784,Employed,8,Boston Financial,Boston,Northeast,Personal,5384,7.34,2023-01-20,36,Closed,1174.1,6,6,0,0,100.0,0.0,Low Risk
385,485,Customer_485,785,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5385,7.35,2023-01-21,360,Closed,1173.1,6,6,0,0,100.0,0.0,Low Risk
386,486,Customer_486,786,Self-Employed,2,Midtown Plaza,New York,Northeast,Auto,5386,7.359999999999999,2023-01-22,60,Closed,1172.1,6,6,0,0,100.0,0.0,Low Risk
387,487,Customer_487,787,Self-Employed,3,Chicago Central,Chicago,Midwest,Personal,5387,7.37,2023-01-23,36,Closed,1171.1,6,6,0,0,100.0,0.0,Low Risk
388,488,Customer_488,788,Retired,4,Texas Hub,Houston,South,Home,5388,7.38,2023-01-24,360,Active,1170.1,6,6,0,0,100.0,0.0,Low Risk
389,489,Customer_489,789,Retired,5,Silicon Valley,San Jose,West,Auto,5389,7.390000000000001,2023-01-25,60,Active,1169.1,6,6,0,0,100.0,0.0,Low Risk
390,-1,Unknown,0,Unknown,6,West Coast Tower,Los Angeles,West,Personal,5390,7.4,2023-01-26,36,Active,1168.1,6,0,0,0,0.0,0.0,High Risk
391,491,Customer_491,791,Employed,7,Miami Beach,Miami,South,Home,5391,7.41,2023-01-27,360,Active,1167.1,6,6,0,0,100.0,0.0,Low Risk
392,492,Customer_492,792,Employed,8,Boston Financial,Boston,Northeast,Auto,5392,7.42,2023-01-28,60,Active,1166.1,6,6,0,0,100.0,0.0,Low Risk
393,493,Customer_493,793,Employed,1,Downtown Metro,New York,Northeast,Personal,5393,7.43,2023-01-29,36,Active,1165.1,6,6,0,0,100.0,0.0,Low Risk
394,494,Customer_494,794,Employed,2,Midtown Plaza,New York,Northeast,Home,5394,7.4399999999999995,2023-01-30,360,Active,1164.1,6,6,0,0,100.0,0.0,Low Risk
395,495,Customer_495,795,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5395,7.45,2023-01-31,60,Active,1163.1,6,6,0,0,100.0,0.0,Low Risk
396,496,Customer_496,796,Self-Employed,4,Texas Hub,Houston,South,Personal,5396,7.46,2023-02-01,36,Active,1162.1,6,6,0,0,100.0,0.0,Low Risk
397,497,Customer_497,797,Self-Employed,5,Silicon Valley,San Jose,West,Home,5397,7.470000000000001,2023-02-02,360,Active,1161.1,6,6,0,0,100.0,0.0,Low Risk
398,498,Customer_498,798,Retired,6,West Coast Tower,Los Angeles,West,Auto,5398,7.48,2023-02-03,60,Active,1160.1,6,6,0,0,100.0,0.0,Low Risk
399,499,Customer_499,799,Retired,7,Miami Beach,Miami,South,Personal,5399,7.49,2023-02-04,36,Active,1159.1,6,6,0,0,100.0,0.0,Low Risk
400,500,Customer_500,800,Unknown,8,Boston Financial,Boston,Northeast,Home,5400,7.5,2023-02-05,360,Defaulted,1158.1,6,0,0,0,0.0,0.0,High Risk
401,501,Customer_501,801,Employed,1,Downtown Metro,New York,Northeast,Auto,5401,7.51,2023-02-06,60,Closed,1157.1,6,0,0,6,0.0,0.0,High Risk
402,502,Customer_502,802,Employed,2,Midtown Plaza,New York,Northeast,Personal,5402,7.5200000000000005,2023-02-07,36,Closed,1156.1,6,0,0,6,0.0,0.0,High Risk
403,503,Customer_503,803,Employed,3,Chicago Central,Chicago,Midwest,Home,5403,7.53,2023-02-08,360,Closed,1155.1,6,0,6,0,0.0,1528.1,High Risk
404,504,Customer_504,804,Employed,4,Texas Hub,Houston,South,Auto,5404,7.54,2023-02-09,60,Closed,1154.1,6,0,6,0,0.0,1528.1,High Risk
405,-1,Unknown,0,Unknown,5,Silicon Valley,San Jose,West,Personal,5405,7.55,2023-02-10,36,Closed,1153.1,6,0,6,0,0.0,1528.1,High Risk
406,506,Customer_506,806,Self-Employed,6,West Coast Tower,Los Angeles,West,Home,5406,7.5600000000000005,2023-02-11,360,Closed,1152.1,6,0,6,0,0.0,1528.1,High Risk
407,507,Customer_507,807,Self-Employed,7,Miami Beach,Miami,South,Auto,5407,7.57,2023-02-12,60,Closed,1151.1,6,0,6,0,0.0,1528.1,High Risk
408,508,Customer_508,808,Retired,8,Boston Financial,Boston,Northeast,Personal,5408,7.58,2023-02-13,36,Active,1150.1,6,6,0,0,100.0,0.0,Low Risk
409,509,Customer_509,809,Retired,1,Downtown Metro,New York,Northeast,Home,5409,7.59,2023-02-14,360,Active,1149.1,6,6,0,0,100.0,0.0,Low Risk
410,510,Customer_510,810,Unknown,2,Midtown Plaza,New York,Northeast,Auto,5410,7.6,2023-02-15,60,Active,1148.1,6,0,0,0,0.0,0.0,High Risk
411,511,Customer_511,811,Employed,3,Chicago Central,Chicago,Midwest,Personal,5411,7.61,2023-02-16,36,Active,1147.1,6,6,0,0,100.0,0.0,Low Risk
412,512,Customer_512,812,Employed,4,Texas Hub,Houston,South,Home,5412,7.62,2023-02-17,360,Active,1146.1,6,6,0,0,100.0,0.0,Low Risk
413,513,Customer_513,813,Employed,5,Silicon Valley,San Jose,West,Auto,5413,7.63,2023-02-18,60,Active,1145.1,6,6,0,0,100.0,0.0,Low Risk
414,514,Customer_514,814,Employed,6,West Coast Tower,Los Angeles,West,Personal,5414,7.64,2023-02-19,36,Active,1144.1,6,6,0,0,100.0,0.0,Low Risk
415,515,Customer_515,815,Self-Employed,7,Miami Beach,Miami,South,Home,5415,7.65,2023-02-20,360,Active,1143.1,6,6,0,0,100.0,0.0,Low Risk
416,516,Customer_516,816,Self-Employed,8,Boston Financial,Boston,Northeast,Auto,5416,7.66,2023-02-21,60,Active,1142.1,6,6,0,0,100.0,0.0,Low Risk
417,517,Customer_517,817,Self-Employed,1,Downtown Metro,New York,Northeast,Personal,5417,7.67,2023-02-22,36,Active,1141.1,6,6,0,0,100.0,0.0,Low Risk
418,518,Customer_518,818,Retired,2,Midtown Plaza,New York,Northeast,Home,5418,7.68,2023-02-23,360,Active,1140.1,6,6,0,0,100.0,0.0,Low Risk
419,519,Customer_519,819,Retired,3,Chicago Central,Chicago,Midwest,Auto,5419,7.69,2023-02-24,60,Active,1139.1,6,6,0,0,100.0,0.0,Low Risk
420,-1,Unknown,0,Unknown,4,Texas Hub,Houston,South,Personal,5420,7.7,2023-02-25,36,Defaulted,1138.1,6,0,0,0,0.0,0.0,High Risk
421,521,Customer_521,821,Employed,5,Silicon Valley,San Jose,West,Home,5421,7.71,2023-02-26,360,Closed,1137.1,6,6,0,0,100.0,0.0,Low Risk
422,522,Customer_522,822,Employed,6,West Coast Tower,Los Angeles,West,Auto,5422,7.72,2023-02-27,60,Closed,1136.1,6,6,0,0,100.0,0.0,Low Risk
423,523,Customer_523,823,Employed,7,Miami Beach,Miami,South,Personal,5423,7.73,2023-02-28,36,Closed,1135.1,6,6,0,0,100.0,0.0,Low Risk
424,524,Customer_524,824,Employed,8,Boston Financial,Boston,Northeast,Home,5424,7.74,2023-03-01,360,Closed,1134.1,6,6,0,0,100.0,0.0,Low Risk
425,525,Customer_525,825,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,5425,7.75,2023-03-02,60,Closed,1133.1,6,6,0,0,100.0,0.0,Low Risk
426,526,Customer_526,826,Self-Employed,2,Midtown Plaza,New York,Northeast,Personal,5426,7.76,2023-03-03,36,Closed,1132.1,6,6,0,0,100.0,0.0,Low Risk
427,527,Customer_527,827,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,5427,7.7700000000000005,2023-03-04,360,Closed,1131.1,6,6,0,0,100.0,0.0,Low Risk
428,528,Customer_528,828,Retired,4,Texas Hub,Houston,South,Auto,5428,7.78,2023-03-05,60,Active,1130.1,6,6,0,0,100.0,0.0,Low Risk
429,529,Customer_529,829,Retired,5,Silicon Valley,San Jose,West,Personal,5429,7.79,2023-03-06,36,Active,1129.1,6,6,0,0,100.0,0.0,Low Risk
430,530,Customer_530,830,Unknown,6,West Coast Tower,Los Angeles,West,Home,5430,7.8,2023-03-07,360,Active,1128.1,6,0,0,0,0.0,0.0,High Risk
431,531,Customer_531,831,Employed,7,Miami Beach,Miami,South,Auto,5431,7.8100000000000005,2023-03-08,60,Active,1127.1,6,6,0,0,100.0,0.0,Low Risk
432,532,Customer_532,832,Employed,8,Boston Financial,Boston,Northeast,Personal,5432,7.82,2023-03-09,36,Active,1126.1,6,6,0,0,100.0,0.0,Low Risk
433,533,Customer_533,833,Employed,1,Downtown Metro,New York,Northeast,Home,5433,7.83,2023-03-10,360,Active,1125.1,6,6,0,0,100.0,0.0,Low Risk
434,534,Customer_534,834,Employed,2,Midtown Plaza,New York,Northeast,Auto,5434,7.84,2023-03-11,60,Active,1124.1,6,6,0,0,100.0,0.0,Low Risk
435,-1,Unknown,0,Unknown,3,Chicago Central,Chicago,Midwest,Personal,5435,7.8500000000000005,2023-03-12,36,Active,1123.1,6,6,0,0,100.0,0.0,Medium Risk
436,536,Customer_536,836,Self-Employed,4,Texas Hub,Houston,South,Home,5436,7.86,2023-03-13,360,Active,1122.1,6,6,0,0,100.0,0.0,Low Risk
437,537,Customer_537,837,Self-Employed,5,Silicon Valley,San Jose,West,Auto,5437,7.87,2023-03-14,60,Active,1121.1,6,6,0,0,100.0,0.0,Low Risk
438,538,Customer_538,838,Retired,6,West Coast Tower,Los Angeles,West,Personal,5438,7.88,2023-03-15,36,Active,1120.1,6,6,0,0,100.0,0.0,Low Risk
439,539,Customer_539,839,Retired,7,Miami Beach,Miami,South,Home,5439,7.89,2023-03-16,360,Active,1119.1,6,6,0,0,100.0,0.0,Low Risk
440,540,Customer_540,840,Unknown,8,Boston Financial,Boston,Northeast,Auto,5440,7.9,2023-03-17,60,Defaulted,1118.1,6,0,0,0,0.0,0.0,High Risk
441,541,Customer_541,841,Employed,1,Downtown Metro,New York,Northeast,Personal,5441,7.91,2023-03-18,36,Closed,1117.1,6,6,0,0,100.0,0.0,Low Risk
442,542,Customer_542,842,Employed,2,Midtown Plaza,New York,Northeast,Home,5442,7.92,2023-03-19,360,Closed,1116.1,6,6,0,0,100.0,0.0,Low Risk
443,543,Customer_543,843,Employed,3,Chicago Central,Chicago,Midwest,Auto,5443,7.93,2023-03-20,60,Closed,1115.1,6,6,0,0,100.0,0.0,Low Risk
444,544,Customer_544,844,Employed,4,Texas Hub,Houston,South,Personal,5444,7.94,2023-03-21,36,Closed,1114.1,6,6,0,0,100.0,0.0,Low Risk
445,545,Customer_545,845,Self-Employed,5,Silicon Valley,San Jose,West,Home,5445,7.95,2023-03-22,360,Closed,1113.1,6,6,0,0,100.0,0.0,Low Risk
446,546,Customer_546,846,Self-Employed,6,West Coast Tower,Los Angeles,West,Auto,5446,7.96,2023-03-23,60,Closed,1112.1,6,6,0,0,100.0,0.0,Low Risk
447,547,Customer_547,847,Self-Employed,7,Miami Beach,Miami,South,Personal,5447,7.97,2023-03-24,36,Closed,1111.1,6,6,0,0,100.0,0.0,Low Risk
448,548,Customer_548,848,Retired,8,Boston Financial,Boston,Northeast,Home,5448,7.98,2023-03-25,360,Active,1110.1,6,6,0,0,100.0,0.0,Low Risk
449,549,Customer_549,849,Retired,1,Downtown Metro,New York,Northeast,Auto,5449,7.99,2023-03-26,60,Active,1109.1,6,6,0,0,100.0,0.0,Low Risk
450,-1,Unknown,0,Unknown,2,Midtown Plaza,New York,Northeast,Personal,5450,8,2023-03-27,36,Active,1108.1,6,0,0,0,0.0,0.0,High Risk
451,551,Customer_551,851,Employed,3,Chicago Central,Chicago,Midwest,Home,5451,8.01,2023-03-28,360,Active,1107.1,6,0,0,6,0.0,0.0,High Risk
452,552,Customer_552,852,Employed,4,Texas Hub,Houston,South,Auto,5452,8.02,2023-03-29,60,Active,1106.1,6,0,0,6,0.0,0.0,High Risk
453,553,Customer_553,853,Employed,5,Silicon Valley,San Jose,West,Personal,5453,8.030000000000001,2023-03-30,36,Active,1105.1,6,0,6,0,0.0,1528.1,High Risk
454,554,Customer_554,854,Employed,6,West Coast Tower,Los Angeles,West,Home,5454,8.04,2023-03-31,360,Active,1104.1,6,0,6,0,0.0,1528.1,High Risk
455,555,Customer_555,855,Self-Employed,7,Miami Beach,Miami,South,Auto,5455,8.05,2023-04-01,60,Active,1103.1,6,0,6,0,0.0,1528.1,High Risk
456,556,Customer_556,856,Self-Employed,8,Boston Financial,Boston,Northeast,Personal,5456,8.06,2023-04-02,36,Active,1102.1,6,0,6,0,0.0,1528.1,High Risk
457,557,Customer_557,857,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5457,8.07,2023-04-03,360,Active,1101.1,6,0,6,0,0.0,1528.1,High Risk
458,558,Customer_558,858,Retired,2,Midtown Plaza,New York,Northeast,Auto,5458,8.08,2023-04-04,60,Active,1100.1,6,6,0,0,100.0,0.0,Low Risk
459,559,Customer_559,859,Retired,3,Chicago Central,Chicago,Midwest,Personal,5459,8.09,2023-04-05,36,Active,1099.1,6,6,0,0,100.0,0.0,Low Risk
460,560,Customer_560,860,Unknown,4,Texas Hub,Houston,South,Home,5460,8.100000000000001,2023-04-06,360,Defaulted,1098.1,6,0,0,0,0.0,0.0,High Risk
461,561,Customer_561,861,Employed,5,Silicon Valley,San Jose,West,Auto,5461,8.11,2023-04-07,60,Closed,1097.1,6,6,0,0,100.0,0.0,Low Risk
462,562,Customer_562,862,Employed,6,West Coast Tower,Los Angeles,West,Personal,5462,8.120000000000001,2023-04-08,36,Closed,1096.1,6,6,0,0,100.0,0.0,Low Risk
463,563,Customer_563,863,Employed,7,Miami Beach,Miami,South,Home,5463,8.129999999999999,2023-04-09,360,Closed,1095.1,6,6,0,0,100.0,0.0,Low Risk
464,564,Customer_564,864,Employed,8,Boston Financial,Boston,Northeast,Auto,5464,8.14,2023-04-10,60,Closed,1094.1,6,6,0,0,100.0,0.0,Low Risk
465,-1,Unknown,0,Unknown,1,Downtown Metro,New York,Northeast,Personal,5465,8.15,2023-04-11,36,Closed,1093.1,6,6,0,0,100.0,0.0,Medium Risk
466,566,Customer_566,866,Self-Employed,2,Midtown Plaza,New York,Northeast,Home,5466,8.16,2023-04-12,360,Closed,1092.1,6,6,0,0,100.0,0.0,Low Risk
467,567,Customer_567,867,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5467,8.17,2023-04-13,60,Closed,1091.1,6,6,0,0,100.0,0.0,Low Risk
468,568,Customer_568,868,Retired,4,Texas Hub,Houston,South,Personal,5468,8.18,2023-04-14,36,Active,1090.1,6,6,0,0,100.0,0.0,Low Risk
469,569,Customer_569,869,Retired,5,Silicon Valley,San Jose,West,Home,5469,8.190000000000001,2023-04-15,360,Active,1089.1,6,6,0,0,100.0,0.0,Low Risk
470,570,Customer_570,870,Unknown,6,West Coast Tower,Los Angeles,West,Auto,5470,8.2,2023-04-16,60,Active,1088.1,6,0,0,0,0.0,0.0,High Risk
471,571,Customer_571,871,Employed,7,Miami Beach,Miami,South,Personal,5471,8.21,2023-04-17,36,Active,1087.1,6,6,0,0,100.0,0.0,Low Risk
472,572,Customer_572,872,Employed,8,Boston Financial,Boston,Northeast,Home,5472,8.219999999999999,2023-04-18,360,Active,1086.1,6,6,0,0,100.0,0.0,Low Risk
473,573,Customer_573,873,Employed,1,Downtown Metro,New York,Northeast,Auto,5473,8.23,2023-04-19,60,Active,1085.1,6,6,0,0,100.0,0.0,Low Risk
474,574,Customer_574,874,Employed,2,Midtown Plaza,New York,Northeast,Personal,5474,8.24,2023-04-20,36,Active,1084.1,6,6,0,0,100.0,0.0,Low Risk
475,575,Customer_575,875,Self-Employed,3,Chicago Central,Chicago,Midwest,Home,5475,8.25,2023-04-21,360,Active,1083.1,6,6,0,0,100.0,0.0,Low Risk
476,576,Customer_576,876,Self-Employed,4,Texas Hub,Houston,South,Auto,5476,8.26,2023-04-22,60,Active,1082.1,6,6,0,0,100.0,0.0,Low Risk
477,577,Customer_577,877,Self-Employed,5,Silicon Valley,San Jose,West,Personal,5477,8.27,2023-04-23,36,Active,1081.1,6,6,0,0,100.0,0.0,Low Risk
478,578,Customer_578,878,Retired,6,West Coast Tower,Los Angeles,West,Home,5478,8.280000000000001,2023-04-24,360,Active,1080.1,6,6,0,0,100.0,0.0,Low Risk
479,579,Customer_579,879,Retired,7,Miami Beach,Miami,South,Auto,5479,8.29,2023-04-25,60,Active,1079.1,6,6,0,0,100.0,0.0,Low Risk
480,-1,Unknown,0,Unknown,8,Boston Financial,Boston,Northeast,Personal,5480,8.3,2023-04-26,36,Defaulted,1078.1,6,0,0,0,0.0,0.0,High Risk
481,581,Customer_581,881,Employed,1,Downtown Metro,New York,Northeast,Home,5481,8.31,2023-04-27,360,Closed,1077.1,6,6,0,0,100.0,0.0,Low Risk
482,582,Customer_582,882,Employed,2,Midtown Plaza,New York,Northeast,Auto,5482,8.32,2023-04-28,60,Closed,1076.1,6,6,0,0,100.0,0.0,Low Risk
483,583,Customer_583,883,Employed,3,Chicago Central,Chicago,Midwest,Personal,5483,8.33,2023-04-29,36,Closed,1075.1,6,6,0,0,100.0,0.0,Low Risk
484,584,Customer_584,884,Employed,4,Texas Hub,Houston,South,Home,5484,8.34,2023-04-30,360,Closed,1074.1,6,6,0,0,100.0,0.0,Low Risk
485,585,Customer_585,885,Self-Employed,5,Silicon Valley,San Jose,West,Auto,5485,8.350000000000001,2023-05-01,60,Closed,1073.1,6,6,0,0,100.0,0.0,Low Risk
486,586,Customer_586,886,Self-Employed,6,West Coast Tower,Los Angeles,West,Personal,5486,8.36,2023-05-02,36,Closed,1072.1,6,6,0,0,100.0,0.0,Low Risk
487,587,Customer_587,887,Self-Employed,7,Miami Beach,Miami,South,Home,5487,8.370000000000001,2023-05-03,360,Closed,1071.1,6,6,0,0,100.0,0.0,Low Risk
488,588,Customer_588,888,Retired,8,Boston Financial,Boston,Northeast,Auto,5488,8.379999999999999,2023-05-04,60,Active,1070.1,6,6,0,0,100.0,0.0,Low Risk
489,589,Customer_589,889,Retired,1,Downtown Metro,New York,Northeast,Personal,5489,8.39,2023-05-05,36,Active,1069.1,6,6,0,0,100.0,0.0,Low Risk
490,590,Customer_590,890,Unknown,2,Midtown Plaza,New York,Northeast,Home,5490,8.4,2023-05-06,360,Active,1068.1,6,0,0,0,0.0,0.0,High Risk
491,591,Customer_591,891,Employed,3,Chicago Central,Chicago,Midwest,Auto,5491,8.41,2023-05-07,60,Active,1067.1,6,6,0,0,100.0,0.0,Low Risk
492,592,Customer_592,892,Employed,4,Texas Hub,Houston,South,Personal,5492,8.42,2023-05-08,36,Active,1066.1,6,6,0,0,100.0,0.0,Low Risk
493,593,Customer_593,893,Employed,5,Silicon Valley,San Jose,West,Home,5493,8.43,2023-05-09,360,Active,1065.1,6,6,0,0,100.0,0.0,Low Risk
494,594,Customer_594,894,Employed,6,West Coast Tower,Los Angeles,West,Auto,5494,8.440000000000001,2023-05-10,60,Active,1064.1,6,6,0,0,100.0,0.0,Low Risk
495,-1,Unknown,0,Unknown,7,Miami Beach,Miami,South,Personal,5495,8.45,2023-05-11,36,Active,1063.1,6,6,0,0,100.0,0.0,Medium Risk
496,596,Customer_596,896,Self-Employed,8,Boston Financial,Boston,Northeast,Home,5496,8.46,2023-05-12,360,Active,1062.1,6,6,0,0,100.0,0.0,Low Risk
497,597,Customer_597,897,Self-Employed,1,Downtown Metro,New York,Northeast,Auto,5497,8.469999999999999,2023-05-13,60,Active,1061.1,6,6,0,0,100.0,0.0,Low Risk
498,598,Customer_598,898,Retired,2,Midtown Plaza,New York,Northeast,Personal,5498,8.48,2023-05-14,36,Active,1060.1,6,6,0,0,100.0,0.0,Low Risk
499,599,Customer_599,899,Retired,3,Chicago Central,Chicago,Midwest,Home,5499,8.49,2023-05-15,360,Active,1059.1,6,6,0,0,100.0,0.0,Low Risk
500,600,Customer_600,600,Unknown,4,Texas Hub,Houston,South,Auto,5500,3.5,2023-05-16,60,Defaulted,1058.1,6,0,0,0,0.0,0.0,High Risk
501,601,Customer_601,601,Employed,5,Silicon Valley,San Jose,West,Personal,5501,3.51,2023-05-17,36,Closed,1057.1,6,0,0,6,0.0,0.0,High Risk
502,602,Customer_602,602,Employed,6,West Coast Tower,Los Angeles,West,Home,5502,3.52,2023-05-18,360,Closed,1056.1,6,0,0,6,0.0,0.0,High Risk
503,603,Customer_603,603,Employed,7,Miami Beach,Miami,South,Auto,5503,3.53,2023-05-19,60,Closed,1055.1,6,0,6,0,0.0,1528.1,High Risk
504,604,Customer_604,604,Employed,8,Boston Financial,Boston,Northeast,Personal,5504,3.54,2023-05-20,36,Closed,1054.1,6,0,6,0,0.0,1528.1,High Risk
505,605,Customer_605,605,Self-Employed,1,Downtown Metro,New York,Northeast,Home,5505,3.55,2023-05-21,360,Closed,1053.1,6,0,6,0,0.0,1528.1,High Risk
506,606,Customer_606,606,Self-Employed,2,Midtown Plaza,New York,Northeast,Auto,5506,3.56,2023-05-22,60,Closed,1052.1,6,0,6,0,0.0,1528.1,High Risk
507,607,Customer_607,607,Self-Employed,3,Chicago Central,Chicago,Midwest,Personal,5507,3.57,2023-05-23,36,Closed,1051.1,6,0,6,0,0.0,1528.1,High Risk
508,608,Customer_608,608,Retired,4,Texas Hub,Houston,South,Home,5508,3.58,2023-05-24,360,Active,1050.1,6,6,0,0,100.0,0.0,Medium Risk
509,609,Customer_609,609,Retired,5,Silicon Valley,San Jose,West,Auto,5509,3.59,2023-05-25,60,Active,1049.1,6,6,0,0,100.0,0.0,Medium Risk
510,-1,Unknown,0,Unknown,6,West Coast Tower,Los Angeles,West,Personal,5510,3.6,2023-05-26,36,Active,1048.1,6,0,0,0,0.0,0.0,High Risk
511,611,Customer_611,611,Employed,7,Miami Beach,Miami,South,Home,5511,3.61,2023-05-27,360,Active,1047.1,6,6,0,0,100.0,0.0,Medium Risk
512,612,Customer_612,612,Employed,8,Boston Financial,Boston,Northeast,Auto,5512,3.62,2023-05-28,60,Active,1046.1,6,6,0,0,100.0,0.0,Medium Risk
513,613,Customer_613,613,Employed,1,Downtown Metro,New York,Northeast,Personal,5513,3.63,2023-05-29,36,Active,1045.1,6,6,0,0,100.0,0.0,Medium Risk
514,614,Customer_614,614,Employed,2,Midtown Plaza,New York,Northeast,Home,5514,3.64,2023-05-30,360,Active,1044.1,6,6,0,0,100.0,0.0,Medium Risk
515,615,Customer_615,615,Self-Employed,3,Chicago Central,Chicago,Midwest,Auto,5515,3.65,2023-05-31,60,Active,1043.1,6,6,0,0,100.0,0.0,Medium Risk
516,616,Customer_616,616,Self-Employed,4,Texas Hub,Houston,South,Personal,5516,3.66,2023-06-01,36,Active,1042.1,6,6,0,0,100.0,0.0,Medium Risk
517,617,Customer_617,617,Self-Employed,5,Silicon Valley,San Jose,West,Home,5517,3.67,2023-06-02,360,Active,1041.1,6,6,0,0,100.0,0.0,Medium Risk
518,618,Customer_618,618,Retired,6,West Coast Tower,Los Angeles,West,Auto,5518,3.68,2023-06-03,60,Active,1040.1,6,6,0,0,100.0,0.0,Medium Risk
519,619,Customer_619,619,Retired,7,Miami Beach,Miami,South,Personal,5519,3.69,2023-06-04,36,Active,1039.1,6,6,0,0,100.0,0.0,Medium Risk
520,620,Customer_620,620,Unknown,8,Boston Financial,Boston,Northeast,Home,5520,3.7,2023-06-05,360,Defaulted,1038.1,6,0,0,0,0.0,0.0,High Risk
521,621,Customer_621,621,Employed,1,Downtown Metro,New York,Northeast,Auto,5521,3.71,2023-06-06,60,Closed,1037.1,6,6,0,0,100.0,0.0,Medium Risk
522,622,Customer_622,622,Employed,2,Midtown Plaza,New York,Northeast,Personal,5522,3.72,2023-06-07,36,Closed,1036.1,6,6,0,0,100.0,0.0,Medium Risk
